PROJECT	DDE_NUM	DDE_TYPE	DATE_EN_AFFINAGE	DATE_PRET	DELAI	DDE_STATUT	DATE_LAST_UPDATE
EXTR	EXTR-285	Bogue	NULL	2016-09-16 16:21:03	NULL	Fermé	2016-11-15 14:05:14
EXTR	EXTR-37	Bogue	NULL	2016-10-05 09:10:25	NULL	Vérifié	2017-02-22 14:09:07
BEA	BEA-1086	Bogue	2017-01-09 12:42:33	2017-01-09 12:42:35	0	Fermé	2017-02-02 10:47:44
BEA	BEA-1087	Bogue	NULL	NULL	NULL	Fermé	2016-12-23 16:31:16
BEA	BEA-1088	Bogue	NULL	2016-10-04 16:10:06	NULL	Fermé	2016-12-15 09:16:52
BEA	BEA-1089	Story	2017-01-19 09:33:59	2017-02-07 15:24:26	19	Réalisé	2017-02-09 16:03:15
BEA	BEA-1090	Bogue	NULL	NULL	NULL	Fermé	2016-09-09 11:03:51
BEA	BEA-74	Story	NULL	NULL	NULL	Fermé	2016-11-15 14:05:15
BEA	BEA-359	Bogue	NULL	NULL	NULL	Fermé	2016-11-15 14:05:12
BEA	BEA-1091	Bogue	2016-11-03 15:40:19	2016-11-03 18:04:49	0	Fermé	2016-11-15 14:05:09
BEA	BEA-360	Bogue	NULL	NULL	NULL	Fermé	2016-11-15 14:05:13
BOA	BOA-1203	Bogue	NULL	NULL	NULL	Testé	2017-02-10 13:38:04
BEA	BEA-75	Story	NULL	2016-10-10 17:05:01	NULL	Fermé	2016-11-23 10:22:28
BOA	BOA-1396	Bogue	2017-01-10 09:12:18	2017-01-31 11:12:08	21	Prêt	2017-02-14 12:23:54
BI	BI-120	Story	NULL	NULL	NULL	Testé	2016-12-21 14:27:37
BEA	BEA-1093	Story	2016-11-09 09:56:20	2017-02-07 09:31:48	90	Réalisé	2017-02-23 09:04:38
BEA	BEA-87	Story	NULL	2016-09-14 09:50:56	NULL	Fermé	2016-11-15 14:05:11
BEA	BEA-88	Bogue	NULL	NULL	NULL	Fermé	2016-11-15 14:05:11
BEA	BEA-1094	Bogue	NULL	2016-10-24 09:09:11	NULL	Testé	2016-11-30 10:13:45
EXTR	EXTR-286	Bogue	NULL	NULL	NULL	Fermé	2016-09-09 11:09:08
EXTR	EXTR-604	Bogue	2016-12-14 10:32:48	2016-10-05 15:50:12	-70	En Affinage	2017-02-15 08:58:07
EXTR	EXTR-605	Story	NULL	2016-10-10 17:00:08	NULL	Fermé	2017-01-16 15:52:48
BEA	BEA-89	Story	NULL	NULL	NULL	Fermé	2016-10-25 11:33:16
WEB	WEB-231	Story	2016-12-29 17:03:02	2016-12-29 17:03:06	0	Prêt	2017-01-05 10:54:13
EXTR	EXTR-287	Story	2016-11-08 11:41:15	2016-11-08 13:21:57	0	Fermé	2016-12-14 10:24:15
EXTR	EXTR-606	Story	NULL	2016-10-11 11:41:51	NULL	Testé	2017-01-25 17:04:03
EXTR	EXTR-288	Bogue	NULL	2016-09-26 16:39:40	NULL	Fermé	2016-12-29 15:10:04
BEA	BEA-90	Story	NULL	NULL	NULL	Fermé	2016-11-15 14:05:17
EXTR	EXTR-659	Story	NULL	2016-10-05 16:20:31	NULL	Publié	2017-02-21 13:20:33
BEA	BEA-91	Story	2016-11-09 09:56:15	2016-10-24 09:05:39	-16	Nouveau	2016-11-21 14:04:58
BEA	BEA-1095	Story	2016-11-09 09:56:29	2016-10-24 09:10:45	-16	Nouveau	2017-02-02 09:07:57
BEA	BEA-1096	Story	2016-11-09 09:56:36	2016-11-21 14:04:27	12	Fermé	2016-11-21 14:04:37
BEA	BEA-92	Story	NULL	NULL	NULL	Nouveau	2016-10-11 18:05:34
BEA	BEA-1097	Story	NULL	NULL	NULL	Nouveau	2016-09-09 11:05:15
BEA	BEA-1098	Story	NULL	2016-09-13 19:38:11	NULL	Fermé	2016-11-15 14:05:10
BEA	BEA-1099	Story	NULL	2016-09-13 19:49:08	NULL	Fermé	2016-11-15 14:05:09
BEA	BEA-1100	Story	NULL	2016-09-13 19:52:36	NULL	Fermé	2016-11-15 14:05:16
BEA	BEA-1101	Story	NULL	2016-09-30 11:30:51	NULL	Fermé	2016-11-15 14:05:17
BEA	BEA-1102	Story	NULL	2016-09-14 11:50:18	NULL	Fermé	2016-11-15 14:05:14
EXTR	EXTR-289	Bogue	NULL	NULL	NULL	Fermé	2017-01-02 08:25:00
BEA	BEA-1103	Story	NULL	2016-09-13 19:55:25	NULL	Fermé	2016-11-15 14:05:15
BEA	BEA-1104	Story	NULL	2016-09-14 14:31:13	NULL	Fermé	2016-11-15 14:05:16
BEA	BEA-1105	Bogue	NULL	2016-09-13 19:24:20	NULL	Fermé	2017-02-08 12:05:51
BEA	BEA-1106	Story	NULL	2016-09-16 09:46:40	NULL	Nouveau	2017-02-28 16:41:36
BEA	BEA-1107	Story	NULL	2016-09-16 09:08:37	NULL	Nouveau	2016-12-16 10:26:45
BEA	BEA-1108	Story	2016-11-09 09:56:51	2017-02-07 09:31:03	90	Réalisé	2017-02-23 09:04:26
BEA	BEA-361	Bogue	NULL	NULL	NULL	Fermé	2016-11-15 14:05:09
EXTR	EXTR-702	Story	NULL	2016-09-27 09:40:48	NULL	Fermé	2016-11-15 14:05:12
BEA	BEA-362	Bogue	NULL	NULL	NULL	Fermé	2016-11-15 14:05:10
BEA	BEA-1109	Story	NULL	NULL	NULL	Fermé	2016-12-21 12:35:13
BEA	BEA-1110	Story	NULL	2016-09-13 15:39:07	NULL	Fermé	2016-12-29 10:02:38
BEA	BEA-1111	Story	NULL	2016-09-13 15:39:28	NULL	Fermé	2016-12-21 12:34:58
BEA	BEA-1112	Story	NULL	2016-09-13 15:38:23	NULL	Fermé	2016-12-27 10:25:46
BEA	BEA-1113	Story	NULL	NULL	NULL	Fermé	2016-12-21 12:35:08
BEA	BEA-363	Story	NULL	NULL	NULL	Fermé	2016-11-15 14:05:16
BEA	BEA-1114	Bogue	NULL	NULL	NULL	Fermé	2016-11-15 14:05:14
BEA	BEA-364	Story	NULL	2016-09-13 15:52:10	NULL	Nouveau	2016-10-18 10:17:07
BEA	BEA-365	Bogue	NULL	2016-10-18 11:25:40	NULL	Fermé	2016-11-15 14:05:14
BEA	BEA-366	Story	NULL	NULL	NULL	Fermé	2016-12-14 15:28:37
BEA	BEA-1115	Bogue	NULL	NULL	NULL	Fermé	2017-02-08 14:06:00
BEA	BEA-1116	Bogue	NULL	NULL	NULL	Fermé	2016-11-15 14:05:14
BEA	BEA-367	Story	NULL	NULL	NULL	Nouveau	2016-09-13 17:20:45
BEA	BEA-368	Story	NULL	NULL	NULL	Nouveau	2016-09-13 17:21:35
BEA	BEA-369	Bogue	NULL	2016-09-13 15:45:46	NULL	Fermé	2016-11-15 14:05:15
BEA	BEA-1117	Bogue	NULL	2016-10-18 11:07:18	NULL	Fermé	2016-11-15 14:05:10
BEA	BEA-370	Bogue	NULL	NULL	NULL	Nouveau	2016-09-15 09:22:39
BOA	BOA-1281	Bogue	NULL	2016-10-03 11:44:15	NULL	Testé	2017-02-10 13:38:04
EXTR	EXTR-677	Bogue	NULL	2016-10-05 16:23:03	NULL	Testé	2016-12-20 14:05:50
EXTR	EXTR-678	Bogue	NULL	2016-10-03 14:28:20	NULL	Fermé	2016-11-15 14:05:14
EXTR	EXTR-679	Bogue	NULL	2016-10-03 11:14:27	NULL	Fermé	2016-11-15 14:05:15
BEA	BEA-1126	Story	NULL	2016-09-14 14:58:49	NULL	Fermé	2016-11-15 14:05:09
EXTR	EXTR-680	Bogue	NULL	2016-10-25 17:11:04	NULL	Fermé	2016-11-15 14:05:13
BEA	BEA-1127	Story	NULL	2016-09-14 15:19:43	NULL	Fermé	2016-12-14 15:30:09
BEA	BEA-1128	Story	NULL	2016-09-30 11:36:32	NULL	Fermé	2016-12-14 15:28:18
BEA	BEA-1129	Story	NULL	2016-09-14 15:19:40	NULL	Fermé	2016-12-14 15:28:26
EXTR	EXTR-681	Bogue	NULL	2016-10-03 11:19:45	NULL	Fermé	2016-11-15 14:05:14
BEA	BEA-1130	Story	NULL	2016-09-14 15:18:53	NULL	Fermé	2017-02-02 13:38:13
BEA	BEA-1131	Story	NULL	2016-09-14 15:19:11	NULL	Fermé	2016-11-15 14:05:11
BOA	BOA-1282	Bogue	NULL	2016-09-15 14:33:32	NULL	Testé	2017-02-10 13:38:04
BOA	BOA-1283	Bogue	NULL	2016-09-15 14:33:16	NULL	Testé	2017-02-10 13:38:04
BEA	BEA-1132	Story	NULL	NULL	NULL	Fermé	2016-10-10 17:35:09
BEA	BEA-1133	Story	NULL	NULL	NULL	Nouveau	2016-09-15 10:25:36
BEA	BEA-1134	Story	NULL	2016-09-15 14:21:16	NULL	Fermé	2016-11-15 14:05:11
BEA	BEA-1135	Story	NULL	2016-10-11 16:45:05	NULL	Fermé	2016-10-18 14:28:02
EXTR	EXTR-801	Bogue	2017-02-22 12:43:53	2017-02-22 12:43:56	0	Prêt	2017-03-01 12:23:19
EXTR	EXTR-682	Story	NULL	2016-09-19 10:10:50	NULL	Testé	2017-02-10 13:39:21
BEA	BEA-1136	Sous-tâche	NULL	NULL	NULL	Fait	2016-12-21 12:35:12
BEA	BEA-1137	Story	NULL	2016-09-16 11:09:24	NULL	Fermé	2016-11-15 14:05:13
BEA	BEA-1138	Story	NULL	2016-09-16 11:08:43	NULL	Fermé	2016-11-15 14:05:16
BEA	BEA-1139	Story	NULL	2016-09-16 11:08:45	NULL	Fermé	2016-11-15 14:05:15
BEA	BEA-1140	Story	NULL	2016-09-16 11:08:47	NULL	Nouveau	2017-02-06 17:48:45
BEA	BEA-1141	Story	NULL	2016-09-16 11:09:26	NULL	Fermé	2016-11-15 14:05:14
BOA	BOA-1285	Bogue	2017-01-24 17:40:13	2016-12-20 10:28:35	-35	En Affinage	2017-01-24 17:40:13
BEA	BEA-1142	Sous-tâche	NULL	NULL	NULL	Fait	2016-12-29 10:02:39
BEA	BEA-1143	Sous-tâche	NULL	NULL	NULL	Fait	2016-12-21 12:35:14
BOA	BOA-1286	Bogue	NULL	2016-12-20 10:29:23	NULL	En cours	2017-02-14 16:46:39
BEA	BEA-1144	Story	NULL	2016-09-16 11:50:21	NULL	Fermé	2017-01-10 18:11:30
BOA	BOA-1287	Bogue	NULL	2016-12-20 10:28:54	NULL	Testé	2017-02-10 13:38:04
BOA	BOA-1288	Bogue	NULL	2016-09-20 07:51:29	NULL	Testé	2017-02-10 13:38:04
BOA	BOA-1289	Bogue	NULL	2016-09-20 07:51:44	NULL	Testé	2017-02-10 13:38:05
SJ	SJ-1	Story	NULL	2016-09-19 09:47:37	NULL	Prêt	2016-09-19 09:47:37
SJ	SJ-2	Story	2017-02-09 16:06:01	2017-02-09 16:06:05	0	En cours	2017-02-09 16:06:06
SJ	SJ-3	Sous-tâche	NULL	NULL	NULL	À faire	2016-10-10 12:01:51
SJ	SJ-4	Sous-tâche	NULL	NULL	NULL	Fait	2016-09-19 09:47:03
BEA	BEA-1145	Sous-tâche	NULL	NULL	NULL	Fait	2016-10-10 12:02:31
BEA	BEA-1146	Sous-tâche	NULL	NULL	NULL	Fait	2016-12-29 10:02:39
BEA	BEA-1147	Sous-tâche	NULL	NULL	NULL	Fait	2016-12-21 12:35:07
BEA	BEA-1148	Sous-tâche	NULL	NULL	NULL	Fait	2016-12-21 12:35:05
BEA	BEA-1149	Sous-tâche	NULL	NULL	NULL	Fait	2016-12-21 12:35:06
EXTR	EXTR-683	Bogue	NULL	2016-09-20 16:52:10	NULL	Fermé	2016-11-15 14:05:13
BOA	BOA-1290	Story	NULL	2016-09-20 11:10:00	NULL	Nouveau	2016-11-10 11:15:24
BEA	BEA-1150	Bogue	NULL	2016-10-11 09:07:09	NULL	Fermé	2017-01-09 11:12:14
EXTR	EXTR-684	Bogue	NULL	2016-10-05 16:18:50	NULL	Fermé	2016-11-15 14:05:14
EXTR	EXTR-685	Bogue	NULL	2016-10-04 15:57:50	NULL	Fermé	2016-11-30 12:00:54
EXTR	EXTR-686	Bogue	NULL	2016-10-06 16:41:31	NULL	Fermé	2016-11-15 14:05:14
WEB	WEB-232	Bogue	NULL	2016-10-11 10:15:26	NULL	Testé	2017-02-10 13:40:40
WEB	WEB-233	Bogue	NULL	NULL	NULL	Nouveau	2016-10-06 11:51:56
WEB	WEB-234	Bogue	NULL	NULL	NULL	Nouveau	2016-09-21 15:38:47
WEB	WEB-235	Bogue	NULL	NULL	NULL	Nouveau	2016-09-21 15:44:52
WEB	WEB-236	Bogue	NULL	2016-10-11 10:15:23	NULL	Testé	2017-02-10 13:40:40
BEA	BEA-1151	Sous-tâche	NULL	NULL	NULL	Fait	2016-10-10 12:02:31
WEB	WEB-245	Story	NULL	2016-10-13 09:10:49	NULL	Prêt	2017-02-15 09:14:09
BOA	BOA-1291	Bogue	NULL	NULL	NULL	Nouveau	2017-02-15 09:00:25
EXTR	EXTR-688	Bogue	NULL	2016-09-29 10:07:06	NULL	Fermé	2016-11-15 14:05:15
EXTR	EXTR-689	Bogue	NULL	2016-09-29 10:09:35	NULL	Fermé	2016-11-15 14:05:11
BOA	BOA-1292	Story	NULL	2016-10-03 11:58:00	NULL	Fermé	2016-10-21 11:12:13
EXTR	EXTR-690	Bogue	NULL	2016-10-03 15:27:13	NULL	Fermé	2016-11-15 14:05:17
BOA	BOA-1293	Bogue	2016-12-06 14:15:32	2016-12-06 14:17:09	0	Testé	2017-02-10 13:38:04
BOA	BOA-1294	Bogue	NULL	2016-10-03 11:44:39	NULL	Testé	2017-02-10 13:38:04
EXTR	EXTR-691	Bogue	NULL	2016-09-30 14:43:29	NULL	Fermé	2016-11-15 14:05:15
EXTR	EXTR-692	Bogue	NULL	NULL	NULL	Fermé	2016-09-28 18:26:12
BOA	BOA-1295	Bogue	2016-11-07 17:04:59	2016-11-07 17:05:03	0	Fermé	2016-11-15 14:05:16
EXTR	EXTR-693	Bogue	NULL	2016-10-17 11:53:47	NULL	Fermé	2016-11-15 14:05:09
EXTR	EXTR-694	Bogue	NULL	NULL	NULL	Fermé	2016-09-28 18:21:02
EXTR	EXTR-695	Bogue	NULL	2016-09-30 16:08:48	NULL	Fermé	2016-11-15 14:05:13
LABS	LABS-1	Tâche	NULL	NULL	NULL	Fait	2016-10-20 09:40:49
EXTR	EXTR-696	Bogue	NULL	2016-09-30 16:32:22	NULL	Fermé	2016-11-15 14:05:11
EXTR	EXTR-697	Bogue	NULL	2016-10-04 13:50:40	NULL	Fermé	2016-11-15 14:05:12
EXTR	EXTR-698	Bogue	NULL	2016-10-05 11:51:54	NULL	Fermé	2016-11-15 14:05:12
EXTR	EXTR-699	Bogue	NULL	2016-10-17 09:07:42	NULL	Fermé	2016-11-15 14:05:13
EXTR	EXTR-700	Bogue	2016-10-28 09:58:01	2016-11-04 16:32:37	7	Fermé	2016-11-15 14:05:15
EXTR	EXTR-701	Bogue	2016-10-28 11:15:00	2016-10-28 11:15:03	0	Testé	2017-02-10 13:39:22
BEA	BEA-1152	Sous-tâche	NULL	NULL	NULL	Fait	2016-10-10 12:02:32
BEA	BEA-1153	Sous-tâche	NULL	NULL	NULL	Fait	2016-10-11 14:03:25
BOA	BOA-1296	Bogue	2016-11-15 14:40:02	2017-01-26 17:18:08	72	Testé	2017-01-26 17:19:08
BOA	BOA-1297	Bogue	NULL	2016-10-03 11:45:10	NULL	En cours	2016-12-08 12:03:57
BOA	BOA-1298	Bogue	2016-11-07 16:42:17	2016-11-07 16:42:20	0	Testé	2017-02-20 08:31:50
BEA	BEA-1154	Sous-tâche	NULL	NULL	NULL	Fait	2016-12-21 12:34:59
BEA	BEA-1155	Sous-tâche	NULL	NULL	NULL	Fait	2016-12-21 12:34:57
BEA	BEA-1156	Sous-tâche	NULL	NULL	NULL	Fait	2016-10-10 12:02:32
BEA	BEA-1157	Sous-tâche	NULL	NULL	NULL	Fait	2016-12-29 10:02:37
BEA	BEA-1158	Sous-tâche	NULL	NULL	NULL	Fait	2016-12-21 12:34:56
WEB	WEB-254	Bogue	NULL	2016-10-03 15:54:19	NULL	Fermé	2016-12-22 15:59:43
BOA	BOA-1299	Story	NULL	2016-10-03 12:02:08	NULL	Fermé	2016-10-21 11:13:03
BEA	BEA-1159	Bogue	NULL	2016-10-03 13:32:57	NULL	Fermé	2016-11-15 14:05:17
EXTR	EXTR-704	Story	NULL	2016-10-03 14:52:44	NULL	Fermé	2016-12-29 14:57:38
BEA	BEA-1160	Sous-tâche	NULL	NULL	NULL	Fait	2016-10-10 12:02:32
BEA	BEA-1161	Sous-tâche	NULL	NULL	NULL	Fait	2016-10-10 12:02:32
BEA	BEA-1162	Sous-tâche	NULL	NULL	NULL	Fait	2016-10-10 12:02:32
BEA	BEA-1163	Bogue	2017-02-09 20:18:52	NULL	NULL	En Affinage	2017-02-09 20:18:52
WEB	WEB-237	Bogue	NULL	2016-10-06 15:31:52	NULL	Fermé	2017-02-14 12:48:32
WEB	WEB-238	Bogue	2017-01-11 08:41:40	2017-01-27 13:04:14	16	Fermé	2017-02-08 10:32:41
WEB	WEB-239	Bogue	NULL	NULL	NULL	Nouveau	2017-02-15 09:03:58
WEB	WEB-240	Bogue	NULL	NULL	NULL	Nouveau	2017-01-10 19:10:01
EXTR	EXTR-705	Bogue	NULL	2016-10-05 16:23:55	NULL	Fermé	2016-11-15 14:05:17
BOA	BOA-1300	Bogue	NULL	NULL	NULL	Nouveau	2017-02-15 09:00:25
WEB	WEB-241	Bogue	NULL	NULL	NULL	Nouveau	2016-10-05 14:40:39
WEB	WEB-242	Bogue	NULL	NULL	NULL	Nouveau	2017-02-15 09:03:57
EXTR	EXTR-706	Bogue	NULL	2016-10-06 16:30:24	NULL	Fermé	2016-11-15 14:05:10
EXTR	EXTR-707	Bogue	NULL	2016-10-13 11:05:05	NULL	Fermé	2016-11-15 14:05:17
EXTR	EXTR-708	Bogue	NULL	2016-10-10 17:44:10	NULL	Fermé	2016-10-21 11:47:40
EXTR	EXTR-709	Bogue	2016-10-28 11:02:38	2016-10-10 17:42:08	-18	Fermé	2017-01-20 15:44:32
WEB	WEB-244	Bogue	NULL	2017-01-02 14:57:22	NULL	Réalisé	2017-02-14 16:30:40
BEA	BEA-1164	Story	NULL	2016-10-06 14:13:02	NULL	Fermé	2016-12-19 10:43:55
BEA	BEA-1165	Bogue	2016-10-27 20:52:01	2016-11-03 18:02:11	7	En Affinage	2017-02-09 20:18:38
BEA	BEA-1166	Story	NULL	NULL	NULL	Fermé	2016-10-07 14:49:45
BEA	BEA-1167	Story	2017-02-13 13:24:09	2016-10-17 16:46:09	-119	Nouveau	2017-02-13 13:24:42
BI	BI-121	Bogue	NULL	2016-10-07 10:16:25	NULL	Fermé	2016-10-21 11:18:53
BI	BI-122	Story	2016-12-05 11:10:12	2016-12-05 11:10:07	0	En Affinage	2016-12-05 11:10:12
BI	BI-123	Bogue	NULL	2016-10-07 10:16:27	NULL	Testé	2017-02-07 15:26:59
BEA	BEA-1168	Sous-tâche	NULL	NULL	NULL	Fait	2016-10-20 09:49:56
BOA	BOA-1301	Bogue	NULL	2016-10-12 17:43:27	NULL	Fermé	2016-11-29 10:58:48
BEA	BEA-1169	Sous-tâche	NULL	NULL	NULL	Fait	2016-10-31 14:55:18
BOA	BOA-1302	Story	NULL	2016-10-10 13:41:41	NULL	Fermé	2017-02-14 12:11:53
BOA	BOA-1303	Story	NULL	2016-10-13 16:19:47	NULL	Fermé	2017-01-24 10:58:40
SJB	SJB-1	Epic	NULL	NULL	NULL	À faire	2016-12-05 14:51:54
EXTR	EXTR-710	Story	NULL	2016-10-17 13:04:14	NULL	Testé	2017-02-10 13:39:22
BEA	BEA-1170	Story	NULL	2016-10-11 16:51:49	NULL	Fermé	2017-02-20 17:11:29
BEA	BEA-1171	Story	2016-11-07 19:21:36	2016-11-14 17:22:19	7	Publié	2017-01-17 11:22:50
BEA	BEA-1172	Story	2016-11-07 19:21:52	2016-11-15 11:00:54	8	Fermé	2017-02-07 16:12:52
WEB	WEB-246	Bogue	NULL	NULL	NULL	Nouveau	2017-02-15 09:03:58
WEB	WEB-247	Bogue	NULL	NULL	NULL	Nouveau	2017-02-15 09:03:58
WEB	WEB-248	Bogue	NULL	NULL	NULL	Nouveau	2017-02-15 09:03:58
WEB	WEB-249	Bogue	2017-01-05 09:45:32	2017-01-05 09:45:34	0	Prêt	2017-02-15 09:10:10
BEA	BEA-1173	Story	NULL	2016-10-25 14:26:04	NULL	Vérifié	2017-02-08 11:25:03
BEA	BEA-1174	Sous-tâche	NULL	NULL	NULL	Fait	2017-01-17 10:36:37
BEA	BEA-1175	Story	NULL	2016-10-11 18:05:50	NULL	Nouveau	2016-10-18 10:49:21
EXTR	EXTR-711	Story	2016-11-10 17:25:05	2016-12-16 14:50:26	36	Vérifié	2017-01-12 12:39:33
BEA	BEA-1176	Bogue	NULL	2016-10-12 14:18:13	NULL	Fermé	2016-11-15 14:05:12
EXTR	EXTR-712	Bogue	NULL	2016-10-18 11:08:40	NULL	Fermé	2016-11-15 14:05:09
EXTR	EXTR-713	Story	NULL	2016-10-17 13:04:07	NULL	Testé	2016-12-27 14:47:18
BEA	BEA-1206	Bogue	2016-10-31 14:41:26	2016-10-31 14:41:30	0	Fermé	2017-01-05 11:45:15
BEA	BEA-1177	Bogue	NULL	2016-10-13 14:24:41	NULL	Fermé	2016-11-15 14:05:13
EXTR	EXTR-715	Bogue	NULL	2016-10-28 12:09:18	NULL	Fermé	2016-11-16 10:30:02
BEA	BEA-1178	Story	NULL	2016-10-13 09:17:15	NULL	Vérifié	2016-12-14 15:29:53
WAPI	WAPI-1	Story	2016-11-15 16:26:51	2016-11-15 16:26:54	0	Publié	2016-11-15 16:27:48
WAPI	WAPI-2	Story	NULL	NULL	NULL	Nouveau	2016-10-13 09:48:18
BEA	BEA-1179	Story	NULL	2016-10-25 11:43:32	NULL	Fermé	2016-12-08 10:30:23
BEA	BEA-1180	Bogue	NULL	2016-10-27 09:40:53	NULL	Fermé	2016-11-25 10:18:39
EXTR	EXTR-716	Story	NULL	2016-11-29 09:04:32	NULL	Testé	2017-02-10 13:39:22
BOA	BOA-1304	Story	2016-11-17 17:06:07	2016-12-21 16:26:49	34	Testé	2017-02-10 13:36:36
BOA	BOA-1305	Story	2016-11-17 17:06:25	2016-11-17 17:06:26	0	Testé	2017-02-10 13:38:03
BOA	BOA-1306	Story	NULL	2016-10-17 13:12:40	NULL	Fermé	2016-11-16 11:30:48
BOA	BOA-1307	Story	NULL	2016-10-17 13:12:35	NULL	Fermé	2016-11-16 11:32:45
BOA	BOA-1308	Story	2016-11-23 15:40:06	2017-01-20 14:40:17	58	En cours	2017-02-14 08:02:23
BOA	BOA-1309	Story	NULL	2016-10-17 13:12:24	NULL	Testé	2016-12-23 14:39:16
BOA	BOA-1310	Story	NULL	2016-10-17 13:12:14	NULL	Testé	2016-12-23 14:47:03
BOA	BOA-1311	Story	NULL	2016-10-17 13:12:09	NULL	Testé	2016-12-23 15:12:47
BOA	BOA-1312	Story	NULL	2016-12-21 16:31:47	NULL	Testé	2017-02-10 13:38:03
BOA	BOA-1313	Story	NULL	2016-10-17 13:12:00	NULL	Testé	2016-12-27 09:37:08
BOA	BOA-1314	Story	NULL	2016-12-09 18:00:37	NULL	Testé	2016-12-27 09:44:46
BOA	BOA-1315	Story	2017-01-19 15:50:09	2017-01-20 14:37:06	1	Testé	2017-02-10 13:38:03
BOA	BOA-1316	Story	NULL	2016-12-21 17:26:12	NULL	Testé	2017-02-10 13:38:03
BOA	BOA-1317	Story	NULL	2016-12-29 09:56:32	NULL	Testé	2017-02-10 13:38:03
BOA	BOA-1318	Story	2016-11-17 09:34:36	2017-01-20 14:34:52	64	Testé	2017-02-10 13:34:54
BOA	BOA-1319	Story	2016-11-17 09:34:48	2017-02-16 13:57:13	91	Testé	2017-02-20 08:31:50
BOA	BOA-1320	Story	NULL	2016-12-29 09:54:32	NULL	Testé	2017-02-10 13:38:03
BOA	BOA-1321	Story	NULL	2016-12-29 09:52:53	NULL	Testé	2017-02-10 13:38:03
BOA	BOA-1322	Story	NULL	2016-12-29 09:54:03	NULL	Testé	2017-02-10 13:38:03
EXTR	EXTR-717	Bogue	NULL	2016-10-18 11:40:08	NULL	Testé	2017-02-10 13:39:22
EXTR	EXTR-718	Bogue	NULL	2016-10-18 14:35:43	NULL	Testé	2017-02-10 13:39:22
EXTR	EXTR-719	Bogue	NULL	2016-10-18 14:35:56	NULL	Testé	2017-02-10 13:39:22
BEA	BEA-1181	Bogue	NULL	2016-10-20 14:15:58	NULL	Fermé	2016-11-15 14:05:17
BEA	BEA-1182	Story	2016-12-16 14:34:56	2016-12-23 12:26:49	7	Testé	2017-02-14 13:51:23
BOA	BOA-1323	Story	2016-12-14 08:27:39	2016-10-17 13:20:25	-58	Fermé	2017-01-11 11:58:52
EXTR	EXTR-720	Story	NULL	2016-10-17 13:49:54	NULL	Testé	2017-02-14 07:58:05
BOA	BOA-1324	Bogue	NULL	NULL	NULL	Nouveau	2017-02-15 09:00:25
BOA	BOA-1325	Bogue	NULL	NULL	NULL	Nouveau	2017-02-15 09:00:25
LABS	LABS-2	Tâche	NULL	NULL	NULL	Fait	2016-10-28 12:53:58
LABS	LABS-3	Tâche	NULL	NULL	NULL	Fait	2016-11-15 16:12:04
BDL	BDL-3	Sous-tâche	NULL	NULL	NULL	Fait	2016-12-19 17:08:12
BDL	BDL-4	Tâche	NULL	NULL	NULL	Fait	2016-12-14 10:05:37
BDL	BDL-5	Sous-tâche	NULL	NULL	NULL	En cours	2017-02-15 13:10:49
LABS	LABS-8	Tâche	NULL	NULL	NULL	Fait	2016-11-10 18:35:09
LABS	LABS-9	Tâche	NULL	NULL	NULL	Fait	2016-11-10 18:37:32
LABS	LABS-10	Tâche	NULL	NULL	NULL	Fait	2016-10-20 09:42:11
BDL	BDL-8	Tâche	NULL	NULL	NULL	En cours	2016-11-15 10:34:12
BDL	BDL-9	Tâche	NULL	NULL	NULL	Fait	2017-01-30 10:57:44
LABS	LABS-13	Tâche	NULL	NULL	NULL	En cours	2017-02-23 11:16:15
BEA	BEA-1183	Bogue	NULL	2016-10-20 17:02:43	NULL	Fermé	2016-11-15 14:05:10
BEA	BEA-1184	Bogue	NULL	2016-10-20 10:21:14	NULL	Fermé	2016-11-15 14:05:17
IOT	IOT-1	Tâche	NULL	NULL	NULL	Fait	2017-02-02 10:41:35
LABS	LABS-16	Tâche	NULL	NULL	NULL	Fait	2017-01-12 14:53:15
EXTR	EXTR-721	Bogue	NULL	2016-10-21 12:25:19	NULL	Testé	2017-02-10 13:39:21
BEA	BEA-1185	Bogue	NULL	2016-10-20 10:15:53	NULL	Fermé	2016-11-15 14:05:13
BI	BI-124	Story	NULL	NULL	NULL	Nouveau	2016-10-20 16:06:17
LABS	LABS-17	Tâche	NULL	NULL	NULL	En cours	2016-10-20 16:41:23
LABS	LABS-18	Tâche	NULL	NULL	NULL	Fait	2016-10-27 18:16:30
BEA	BEA-1186	Bogue	2016-11-16 13:27:51	2016-11-21 16:22:21	5	En Affinage	2016-11-21 16:22:25
BOA	BOA-1326	Story	NULL	2016-10-21 12:17:04	NULL	Fermé	2017-02-15 10:04:22
EXTR	EXTR-722	Story	NULL	2016-10-24 11:08:01	NULL	Fermé	2016-11-15 14:05:17
BOA	BOA-1327	Story	NULL	2016-10-24 14:31:47	NULL	Testé	2017-02-20 08:31:50
BEA	BEA-1187	Bogue	NULL	2016-10-25 14:26:01	NULL	Fermé	2016-11-15 14:05:16
BEA	BEA-1188	Bogue	NULL	2016-10-26 15:41:40	NULL	Fermé	2016-11-15 14:05:17
BEA	BEA-1189	Bogue	NULL	2016-10-25 18:07:16	NULL	Testé	2017-02-01 10:51:53
BEA	BEA-1190	Bogue	NULL	2016-10-26 10:26:21	NULL	Fermé	2016-11-15 14:05:10
