PROJECT	DDE_NUM	DDE_TYPE	DATE_EN_AFFINAGE	DATE_PRET	DELAI	DDE_STATUT	DATE_LAST_UPDATE
EXTR	EXTR-723	Bogue	NULL	NULL	NULL	Nouveau	2017-02-15 09:07:13
EXTR	EXTR-724	Bogue	NULL	NULL	NULL	Nouveau	2017-02-15 09:07:13
BEA	BEA-1191	Bogue	2017-01-23 10:47:42	2017-01-23 10:47:51	0	Réalisé	2017-02-24 09:02:05
EXTR	EXTR-725	Story	2016-12-05 09:25:08	2016-12-16 14:50:39	11	Testé	2017-01-16 16:35:38
BEA	BEA-1192	Bogue	NULL	NULL	NULL	Fermé	2016-12-16 12:02:00
BEA	BEA-1193	Bogue	NULL	2016-10-27 11:28:14	NULL	Fermé	2016-11-23 10:22:31
BOA	BOA-1328	Story	2016-10-27 16:45:06	2016-12-13 15:01:32	47	Fermé	2017-02-21 09:57:55
EXTR	EXTR-726	Story	2016-10-28 10:13:06	2016-10-28 11:19:34	0	Fermé	2016-11-15 14:05:15
LABS	LABS-19	Tâche	NULL	NULL	NULL	Fait	2016-10-27 21:01:06
BDL	BDL-6	Tâche	NULL	NULL	NULL	Fait	2017-01-12 09:11:01
BDL	BDL-7	Tâche	NULL	NULL	NULL	À faire	2016-11-14 12:18:36
TPME	TPME-1	Tâche	NULL	NULL	NULL	À faire	2016-10-28 13:22:12
EXTR	EXTR-727	Bogue	2016-11-07 15:14:15	2016-11-07 15:14:28	0	En Affinage	2016-12-14 11:31:44
EXTR	EXTR-728	Bogue	2016-11-07 15:08:21	2016-11-07 15:11:34	0	En Affinage	2016-12-14 11:30:01
EXTR	EXTR-729	Bogue	2016-11-07 11:00:59	2016-11-07 11:01:02	0	En Affinage	2016-12-16 17:14:18
EXTR	EXTR-730	Bogue	2016-11-07 10:57:41	2016-11-07 10:57:45	0	Fermé	2016-12-29 11:22:12
EXTR	EXTR-731	Bogue	2016-11-07 10:55:59	2016-11-07 10:56:01	0	Prêt	2017-02-22 16:37:08
EXTR	EXTR-732	Story	2016-11-04 17:17:55	2016-11-17 09:10:52	13	Testé	2017-02-10 13:39:21
BOA	BOA-1329	Story	2016-10-31 13:48:44	2016-12-05 15:55:52	35	Fermé	2016-12-05 15:56:05
BEA	BEA-1194	Bogue	2016-11-02 15:54:43	2016-11-03 18:05:00	1	Fermé	2016-12-16 10:53:37
BEA	BEA-1195	Bogue	2016-11-08 11:15:15	2016-11-09 09:57:33	1	Fermé	2016-11-15 14:05:15
BEA	BEA-1196	Bogue	2016-11-02 13:19:36	NULL	NULL	Fermé	2016-11-02 13:51:46
BEA	BEA-1197	Bogue	2016-11-03 12:29:53	2016-11-03 17:50:50	0	Fermé	2016-11-15 14:05:15
BEA	BEA-1198	Bogue	2016-11-03 12:30:03	2016-11-03 18:05:10	0	Fermé	2016-11-15 14:05:16
BEA	BEA-1199	Story	2016-11-02 15:54:01	2016-11-03 17:50:59	1	Fermé	2016-11-08 22:08:07
BEA	BEA-1200	Bogue	2016-11-03 12:30:08	2016-11-03 17:50:38	0	Fermé	2016-11-15 14:05:14
BOA	BOA-1330	Story	2016-12-06 15:27:09	2017-01-19 17:33:26	44	Fermé	2017-02-23 09:07:32
EXTR	EXTR-733	Bogue	2016-11-07 10:26:36	2016-12-22 09:08:18	45	En Affinage	2016-12-22 10:05:20
BOA	BOA-1331	Bogue	2016-12-06 15:26:26	2017-02-07 18:03:32	63	En Affinage	2017-02-07 18:03:41
WAPI	WAPI-3	Story	2016-11-04 14:38:08	2016-11-04 14:38:12	0	Fermé	2017-02-14 12:51:04
EXTR	EXTR-734	Story	2016-11-07 10:25:26	2016-11-07 10:25:29	0	Fermé	2017-01-25 13:55:25
BOA	BOA-1332	Story	2016-12-06 15:22:42	2016-12-06 15:22:48	0	En cours	2017-01-30 11:39:31
EXTR	EXTR-735	Bogue	2016-11-07 10:18:15	2016-11-10 09:08:09	3	En cours	2017-02-24 16:47:02
EXTR	EXTR-736	Bogue	2016-11-04 17:20:38	2016-11-07 09:22:11	3	Testé	2017-02-16 08:41:50
BI	BI-125	Story	2016-11-07 15:48:34	2016-11-07 15:48:38	0	Fermé	2016-11-30 11:59:59
EXTR	EXTR-737	Bogue	2016-11-07 16:35:32	2016-11-07 16:36:31	0	En Affinage	2016-12-12 13:33:40
EXTR	EXTR-738	Story	2016-11-07 17:33:10	2017-01-20 15:46:59	74	Prêt	2017-02-22 16:53:48
EXTR	EXTR-739	Story	2016-11-08 09:23:57	2017-02-09 09:12:22	93	Prêt	2017-02-20 14:33:14
EXTR	EXTR-740	Story	2016-11-08 09:31:35	2017-02-09 09:14:08	93	Prêt	2017-02-20 14:33:04
EXTR	EXTR-741	Bogue	2016-11-08 12:05:35	2016-11-09 11:52:16	1	Fermé	2016-12-16 10:58:28
WEB	WEB-252	Bogue	2016-11-08 14:28:09	2016-12-22 09:19:06	44	Prêt	2017-01-05 09:47:05
ST	ST-1	Epic	NULL	NULL	NULL	À faire	2016-11-08 15:26:29
ST	ST-2	Epic	NULL	NULL	NULL	À faire	2017-02-08 15:16:49
ST	ST-3	Epic	NULL	NULL	NULL	À faire	2017-02-21 09:18:44
ST	ST-4	Epic	NULL	NULL	NULL	À faire	2017-02-23 15:22:35
ST	ST-5	Epic	NULL	NULL	NULL	À faire	2017-01-23 14:30:47
ST	ST-6	Epic	NULL	NULL	NULL	In Progress	2017-02-07 16:38:06
ST	ST-7	Epic	NULL	NULL	NULL	À faire	2016-12-08 10:37:33
ST	ST-8	Epic	NULL	NULL	NULL	À faire	2016-12-08 10:36:45
ST	ST-9	Epic	NULL	NULL	NULL	À faire	2016-11-16 13:13:16
ST	ST-10	Epic	NULL	NULL	NULL	À faire	2016-11-08 15:45:59
ST	ST-11	Epic	NULL	NULL	NULL	À faire	2016-12-08 10:37:57
ST	ST-12	Epic	NULL	NULL	NULL	À faire	2016-12-08 10:40:24
ST	ST-13	Epic	NULL	NULL	NULL	À faire	2016-11-16 13:13:04
ST	ST-14	Epic	NULL	NULL	NULL	À faire	2016-11-16 13:13:02
ST	ST-15	Epic	NULL	NULL	NULL	À faire	2016-11-16 13:12:57
LABS	LABS-22	Tâche	NULL	NULL	NULL	Fait	2016-11-14 18:07:22
BOA	BOA-1333	Story	2016-11-09 09:19:34	2016-11-09 10:55:11	0	Testé	2016-12-22 10:22:36
EXTR	EXTR-743	Bogue	2016-11-10 13:38:24	2016-11-10 13:38:26	0	Fermé	2016-11-15 14:05:09
EXTR	EXTR-744	Bogue	2016-11-09 12:38:13	2016-11-09 12:38:16	0	Fermé	2016-11-15 14:05:14
EXTR	EXTR-745	Bogue	2016-11-09 13:00:27	2016-11-09 13:00:30	0	Fermé	2016-11-15 14:05:10
EXTR	EXTR-746	Story	2016-11-09 13:49:16	2016-11-09 13:49:31	0	Testé	2016-11-25 16:05:22
EXTR	EXTR-747	Bogue	2016-11-09 15:40:13	2016-11-09 15:40:19	0	Testé	2017-02-10 13:39:21
EXTR	EXTR-748	Bogue	2016-11-09 15:13:27	2016-11-09 15:13:29	0	Fermé	2016-11-15 14:05:17
BEA	BEA-1201	Story	2016-11-09 11:58:26	2016-11-10 14:33:45	1	Fermé	2017-01-31 18:03:55
BEA	BEA-1202	Story	NULL	NULL	NULL	Fermé	2016-11-29 14:40:46
EXTR	EXTR-749	Bogue	2016-11-09 15:17:30	2016-11-09 15:20:56	0	Fermé	2017-01-25 14:09:25
EXTR	EXTR-750	Bogue	2016-11-09 14:50:15	2016-11-09 14:50:17	0	Testé	2017-02-10 13:39:22
WEB	WEB-250	Bogue	2016-11-09 15:08:06	2016-11-09 15:08:13	0	Testé	2016-12-01 09:25:29
EXTR	EXTR-752	Bogue	2016-11-09 15:44:34	2016-11-09 15:44:37	0	Fermé	2016-11-15 14:05:12
BEA	BEA-1203	Sous-tâche	NULL	NULL	NULL	Fait	2016-11-09 15:45:03
BEA	BEA-1204	Sous-tâche	NULL	NULL	NULL	À faire	2016-11-09 15:46:17
BEA	BEA-1205	Bogue	2016-11-09 16:49:37	2016-11-10 10:09:35	1	Fermé	2016-11-15 14:05:10
EXTR	EXTR-753	Bogue	2016-11-10 12:00:50	2016-12-08 09:52:41	28	Testé	2017-02-10 13:39:21
BI	BI-126	Story	2016-11-10 16:48:07	2016-11-10 16:48:10	0	Fermé	2016-12-05 11:03:04
EXTR	EXTR-754	Bogue	2016-11-10 17:24:08	2016-11-10 17:24:24	0	Testé	2017-02-10 13:39:22
BI	BI-127	Story	2016-11-10 16:58:01	2016-11-10 16:58:03	0	Fermé	2016-11-30 13:57:55
BI	BI-128	Story	2016-11-10 17:03:11	2016-11-10 17:03:13	0	Prêt	2017-02-20 15:44:35
EXTR	EXTR-755	Bogue	2016-11-14 09:37:36	2016-12-01 17:13:17	17	Fermé	2016-12-01 17:14:48
EXTR	EXTR-756	Bogue	2016-11-14 13:06:05	2016-12-07 10:49:01	23	Testé	2017-02-10 13:39:21
BDL	BDL-1	Tâche	NULL	NULL	NULL	À faire	2017-01-12 09:14:03
EXTR	EXTR-757	Bogue	2016-11-14 10:56:23	NULL	NULL	En Affinage	2016-11-14 10:56:23
BEA	BEA-1207	Bogue	2016-11-14 11:13:01	2016-11-29 13:51:14	15	Fermé	2016-12-15 09:17:52
BEA	BEA-1208	Story	2016-11-14 11:36:26	2016-11-15 15:56:35	1	Fermé	2017-01-16 16:40:29
BEA	BEA-1209	Story	2016-11-14 11:37:16	2016-12-06 09:36:20	22	Fermé	2016-12-16 10:32:40
BEA	BEA-1210	Story	2016-11-14 11:39:51	2017-02-13 12:40:03	91	Réalisé	2017-02-24 15:34:11
EXTR	EXTR-758	Story	2016-12-07 14:54:24	NULL	NULL	En Affinage	2017-01-23 14:31:01
LABS	LABS-24	Tâche	NULL	NULL	NULL	Fait	2016-12-20 15:31:30
ST	ST-16	Epic	NULL	NULL	NULL	Fait	2017-01-10 10:17:15
LABS	LABS-25	Tâche	NULL	NULL	NULL	Fait	2017-01-12 09:10:28
EXTR	EXTR-759	Bogue	NULL	NULL	NULL	Nouveau	2016-11-15 11:32:49
EXTR	EXTR-760	Bogue	2017-01-25 10:37:40	2017-01-25 10:37:43	0	Testé	2017-02-10 13:39:22
EXTR	EXTR-761	Bogue	2016-11-23 16:32:06	2016-11-25 10:20:53	2	Testé	2016-12-08 07:56:14
BDL	BDL-10	Tâche	NULL	NULL	NULL	En cours	2017-02-28 12:36:14
BOA	BOA-1334	Bogue	NULL	NULL	NULL	Fermé	2016-12-06 15:19:59
JIRA	JIRA-1	Epic	NULL	NULL	NULL	À faire	2016-11-18 16:32:16
BDL	BDL-11	Sous-tâche	NULL	NULL	NULL	À faire	2016-11-15 16:09:07
BDL	BDL-12	Tâche	NULL	NULL	NULL	En cours	2016-12-14 10:23:55
IOT	IOT-2	Tâche	NULL	NULL	NULL	Fait	2016-12-20 14:54:04
IOT	IOT-3	Tâche	NULL	NULL	NULL	Fait	2017-02-06 14:14:51
IOT	IOT-4	Tâche	NULL	NULL	NULL	À faire	2017-02-02 10:57:16
BEA	BEA-1211	Story	2016-11-15 17:31:36	2016-11-17 16:42:41	2	Fermé	2016-12-14 15:28:47
BEA	BEA-1212	Bogue	2016-11-16 13:33:09	2016-11-16 13:33:10	0	Fermé	2016-11-25 10:18:39
BEA	BEA-1213	Bogue	2016-11-16 13:33:45	2016-11-16 13:33:46	0	Fermé	2016-11-23 10:22:33
EXTR	EXTR-762	Bogue	2016-11-16 11:15:09	2016-11-16 11:16:17	0	Vérifié	2017-02-22 14:10:05
BOA	BOA-1335	Bogue	2016-11-17 08:49:35	2016-12-26 10:02:27	39	Fermé	2016-12-30 15:40:13
EXTR	EXTR-763	Bogue	2016-11-18 08:36:23	2016-11-18 08:40:03	0	Vérifié	2017-02-15 14:23:48
EXTR	EXTR-764	Bogue	NULL	NULL	NULL	Nouveau	2016-11-16 15:00:32
EXTR	EXTR-765	Bogue	NULL	NULL	NULL	Nouveau	2016-11-16 15:09:56
EXTR	EXTR-766	Bogue	2016-11-16 15:50:30	2016-11-16 15:50:32	0	Testé	2017-02-10 13:39:21
EXTR	EXTR-767	Bogue	2016-11-16 15:50:05	2016-11-16 15:50:10	0	Fermé	2016-12-06 11:44:33
EXTR	EXTR-768	Bogue	2016-11-16 15:57:15	2016-11-23 10:35:15	7	Testé	2017-02-10 13:39:21
EXTR	EXTR-769	Bogue	2016-12-07 10:09:15	NULL	NULL	En Affinage	2017-02-15 08:58:07
BEA	BEA-1214	Bogue	NULL	NULL	NULL	Fermé	2016-11-22 10:57:33
EXTR	EXTR-770	Story	2016-11-17 11:15:42	2016-11-17 11:15:44	0	Fermé	2017-02-22 16:19:41
BEA	BEA-1215	Bogue	NULL	2016-11-30 14:27:41	NULL	Fermé	2016-12-14 15:29:22
BDL	BDL-13	Sous-tâche	NULL	NULL	NULL	Fait	2017-01-12 09:10:50
EXTR	EXTR-771	Bogue	NULL	NULL	NULL	Nouveau	2016-11-18 15:51:29
JIRA	JIRA-2	Tâche	NULL	NULL	NULL	À faire	2016-11-18 17:00:25
EXTR	EXTR-772	Story	NULL	NULL	NULL	Nouveau	2017-02-14 11:45:26
JIRA	JIRA-3	Story	NULL	NULL	NULL	À faire	2016-11-18 17:04:43
JIRA	JIRA-4	Tâche	NULL	NULL	NULL	À faire	2016-11-18 17:05:32
JIRA	JIRA-5	Epic	NULL	NULL	NULL	À faire	2016-11-18 17:06:05
JIRA	JIRA-6	Epic	NULL	NULL	NULL	À faire	2016-11-18 17:06:30
JIRA	JIRA-7	Story	NULL	NULL	NULL	À faire	2016-11-18 17:06:46
BEA	BEA-1216	Bogue	2016-11-21 13:39:54	2016-12-22 10:12:40	31	Fermé	2017-01-17 10:37:48
SYR	SYR-75	Story	2016-11-21 15:12:46	2016-11-23 11:21:21	2	Fermé	2016-11-23 11:22:10
EXTR	EXTR-773	Bogue	2016-11-22 10:10:09	2016-12-21 16:37:12	29	Testé	2017-01-12 12:23:25
BOA	BOA-1336	Bogue	2016-11-22 10:08:49	2016-11-22 10:09:25	0	Testé	2017-02-10 13:38:03
EXTR	EXTR-774	Bogue	2016-11-22 11:12:39	NULL	NULL	En Affinage	2016-11-24 16:33:58
WEB	WEB-251	Story	2016-11-22 12:05:26	2016-11-22 12:05:28	0	Publié	2016-11-22 12:17:46
LABS	LABS-27	Tâche	NULL	NULL	NULL	Fait	2016-12-06 10:56:59
LABS	LABS-28	Sous-tâche	NULL	NULL	NULL	À faire	2016-11-22 14:12:51
LABS	LABS-29	Sous-tâche	NULL	NULL	NULL	À faire	2016-11-22 14:14:33
BDL	BDL-14	Sous-tâche	NULL	NULL	NULL	En cours	2016-12-14 10:37:51
EXTR	EXTR-775	Bogue	2016-11-25 12:11:54	2016-11-25 16:32:50	0	Testé	2016-12-21 14:38:43
EXTR	EXTR-776	Bogue	2016-11-25 12:04:23	2016-11-25 12:05:23	0	Testé	2017-02-10 13:39:21
EXTR	EXTR-777	Story	NULL	NULL	NULL	Nouveau	2016-11-22 16:33:59
EXTR	EXTR-778	Story	NULL	NULL	NULL	Nouveau	2016-11-22 16:35:01
EXTR	EXTR-779	Bogue	2016-11-23 11:16:45	NULL	NULL	En Affinage	2016-11-25 12:16:06
EXTR	EXTR-780	Bogue	2016-11-23 16:28:42	2016-11-23 16:31:52	0	Testé	2017-02-10 13:39:21
EXTR	EXTR-781	Bogue	2016-11-25 12:06:28	2016-11-25 12:09:34	0	En Affinage	2016-12-14 10:47:48
EXTR	EXTR-782	Bogue	2016-11-25 16:37:25	2016-11-25 16:37:39	0	En Affinage	2016-12-01 12:00:42
BI	BI-129	Story	2016-11-23 18:29:27	2017-02-06 13:56:53	75	Réalisé	2017-02-28 17:42:54
BEA	BEA-1217	Story	2016-11-24 09:53:46	2016-12-22 10:18:08	28	Vérifié	2017-02-27 10:19:36
EXTR	EXTR-783	Bogue	NULL	NULL	NULL	Nouveau	2016-11-28 16:06:09
EXTR	EXTR-784	Bogue	2016-11-25 09:23:33	2016-11-25 09:24:11	0	Testé	2017-01-12 11:27:39
EXTR	EXTR-785	Bogue	2016-11-25 10:06:15	2016-11-25 10:06:19	0	Testé	2017-01-12 15:32:12
EXTR	EXTR-786	Bogue	2016-12-01 16:38:25	2016-12-01 16:38:31	0	Fermé	2016-12-16 11:38:19
EXTR	EXTR-787	Bogue	2016-11-25 10:51:03	2016-12-08 15:19:14	13	Testé	2017-01-25 09:26:45
EXTR	EXTR-788	Bogue	2016-11-25 11:10:04	2016-12-16 11:39:04	21	Testé	2017-02-15 15:28:34
BOA	BOA-1337	Bogue	2016-12-01 17:33:18	2016-12-21 14:07:02	20	Testé	2017-02-10 13:38:04
EXTR	EXTR-789	Bogue	NULL	NULL	NULL	Nouveau	2016-11-28 07:55:16
BOA	BOA-1338	Bogue	NULL	NULL	NULL	Fermé	2016-12-06 15:12:46
BOA	BOA-1339	Bogue	NULL	NULL	NULL	Fermé	2016-11-28 15:55:53
BOA	BOA-1340	Story	2016-11-29 10:51:16	2016-11-29 10:51:18	0	Testé	2017-02-10 13:38:03
EXTR	EXTR-790	Bogue	2016-11-29 14:49:20	2016-12-07 10:06:21	8	Testé	2017-02-10 13:39:22
BEA	BEA-1219	Bogue	2016-12-01 13:23:34	2016-12-01 13:23:36	0	Fermé	2017-01-20 09:13:45
EXTR	EXTR-791	Bogue	NULL	NULL	NULL	Nouveau	2016-11-30 12:00:54
EXTR	EXTR-792	Bogue	2016-11-30 15:32:15	2017-01-23 18:04:50	54	Fermé	2017-02-09 13:40:38
EXTR	EXTR-793	Bogue	NULL	NULL	NULL	Nouveau	2016-11-30 15:43:11
EXTR	EXTR-794	Story	2016-11-30 15:53:31	2016-11-30 15:53:33	0	Vérifié	2016-12-06 17:04:08
BOA	BOA-1341	Story	2016-11-30 17:32:23	2016-12-06 14:18:18	6	Nouveau	2017-02-15 09:00:25
BEA	BEA-1220	Bogue	2016-12-01 11:14:12	2016-12-01 11:14:14	0	Fermé	2017-01-17 10:37:48
EXTR	EXTR-795	Bogue	2016-12-01 17:19:04	2016-12-01 17:45:22	0	Fermé	2017-01-25 14:07:42
EXTR	EXTR-796	Bogue	2016-12-01 17:59:48	NULL	NULL	En Affinage	2016-12-01 17:59:48
BOA	BOA-1342	Story	2016-12-01 18:14:39	2017-02-23 15:49:39	84	Prêt	2017-02-23 15:49:44
BOA	BOA-1343	Bogue	2016-12-02 11:30:57	2016-12-02 11:31:14	0	Testé	2016-12-22 13:49:30
EXTR	EXTR-797	Bogue	2016-12-05 11:38:14	NULL	NULL	Fermé	2016-12-07 12:41:36
EXTR	EXTR-798	Bogue	2016-12-05 11:40:52	NULL	NULL	En Affinage	2017-02-15 08:58:07
EXTR	EXTR-799	Bogue	2016-12-05 11:54:53	NULL	NULL	En Affinage	2017-02-15 08:58:07
SJ	SJ-5	Story	2017-02-09 16:06:21	2017-02-09 16:06:23	0	En cours	2017-02-09 16:07:27
BEA	BEA-1221	Story	2016-12-05 16:05:06	2016-12-05 16:05:07	0	Fermé	2017-01-05 10:33:55
BEA	BEA-1222	Story	2016-12-05 16:06:21	2016-12-05 16:06:22	0	Fermé	2016-12-22 11:03:46
BOA	BOA-1349	Bogue	2016-12-06 09:49:05	2016-12-07 11:00:46	1	Testé	2016-12-22 10:08:34
BI	BI-130	Story	2016-12-06 10:35:36	2017-02-23 13:46:57	79	Prêt	2017-02-23 13:46:57
LABS	LABS-30	Tâche	NULL	NULL	NULL	À faire	2016-12-06 10:43:28
LABS	LABS-31	Tâche	NULL	NULL	NULL	En cours	2017-01-10 10:02:57
LABS	LABS-32	Tâche	NULL	NULL	NULL	À faire	2017-01-02 17:20:12
LABS	LABS-33	Sous-tâche	NULL	NULL	NULL	En cours	2016-12-20 15:15:37
BEA	BEA-1223	Bogue	2016-12-06 11:07:58	2016-12-06 11:07:59	0	Nouveau	2016-12-23 16:06:26
BEA	BEA-1224	Story	2016-12-06 16:21:38	2016-12-06 16:21:44	0	Fermé	2016-12-14 14:16:30
EXTR	EXTR-802	Bogue	2016-12-07 11:27:29	NULL	NULL	Fermé	2016-12-07 11:34:43
BEA	BEA-1225	Bogue	2016-12-07 11:43:10	2016-12-07 12:07:13	0	Testé	2017-01-06 09:05:39
EXTR	EXTR-803	Story	2016-12-07 11:59:12	2016-12-27 10:03:52	20	Testé	2017-02-15 09:29:36
ST	ST-17	Epic	NULL	NULL	NULL	À faire	2016-12-14 15:08:32
ST	ST-18	Epic	NULL	NULL	NULL	À faire	2016-12-28 09:43:12
EXTR	EXTR-804	Story	2016-12-08 12:32:05	2016-12-08 12:32:07	0	Fermé	2016-12-20 14:10:35
BEA	BEA-1226	Story	2016-12-08 15:42:02	2016-12-08 15:42:13	0	Réalisé	2017-02-24 09:01:53
EXTR	EXTR-805	Bogue	2016-12-09 09:20:57	2016-12-09 10:34:14	0	Testé	2016-12-09 15:57:06
EXTR	EXTR-806	Bogue	2016-12-09 15:51:24	2016-12-09 15:51:25	0	Fermé	2017-01-25 14:10:25
BEA	BEA-1227	Sous-tâche	NULL	NULL	NULL	À faire	2016-12-12 09:38:07
EXTR	EXTR-807	Bogue	NULL	NULL	NULL	Nouveau	2016-12-12 15:18:32
BEA	BEA-1228	Story	2016-12-13 11:09:10	2016-12-13 11:09:14	0	Fermé	2017-02-07 11:26:40
EXTR	EXTR-808	Bogue	NULL	NULL	NULL	Nouveau	2016-12-14 10:13:49
BDL	BDL-15	Sous-tâche	NULL	NULL	NULL	Fait	2016-12-19 14:52:34
BEA	BEA-1229	Bogue	2016-12-14 11:18:03	2016-12-14 14:38:40	0	Vérifié	2017-01-17 10:37:48
EXTR	EXTR-810	Story	2016-12-16 12:01:11	2016-12-16 12:01:23	0	Testé	2017-02-10 12:00:25
BEA	BEA-1230	Story	2016-12-14 15:07:31	NULL	NULL	En Affinage	2016-12-14 15:07:31
BEA	BEA-1231	Story	2016-12-14 15:08:44	NULL	NULL	En Affinage	2017-01-27 11:07:56
BOA	BOA-1344	Bogue	2016-12-16 09:02:42	2016-12-16 09:02:54	0	Testé	2017-02-10 13:38:05
EXTR	EXTR-811	Bogue	2016-12-16 11:59:34	NULL	NULL	En Affinage	2016-12-16 11:59:37
TAE	TAE-1	Epic	NULL	NULL	NULL	À faire	2016-12-15 15:40:32
TAE	TAE-2	Epic	NULL	NULL	NULL	À faire	2016-12-15 15:41:38
TAE	TAE-3	Epic	NULL	NULL	NULL	À faire	2016-12-16 09:39:35
TAE	TAE-4	Tâche	NULL	NULL	NULL	À faire	2016-12-15 15:38:49
TAE	TAE-5	Tâche	NULL	NULL	NULL	À faire	2016-12-15 15:54:00
TAE	TAE-6	Tâche	NULL	NULL	NULL	À faire	2016-12-15 15:41:38
TAE	TAE-7	Tâche	NULL	NULL	NULL	In Progress	2016-12-15 17:33:45
TAE	TAE-8	Sous-tâche	NULL	NULL	NULL	À faire	2017-01-19 15:30:19
TAE	TAE-9	Sous-tâche	NULL	NULL	NULL	Fait	2016-12-16 09:36:25
TAE	TAE-10	Sous-tâche	NULL	NULL	NULL	Fait	2017-01-19 16:27:25
TAE	TAE-11	Sous-tâche	NULL	NULL	NULL	In Progress	2017-01-19 15:28:17
TAE	TAE-12	Sous-tâche	NULL	NULL	NULL	Fait	2016-12-16 10:17:20
TAE	TAE-13	Sous-tâche	NULL	NULL	NULL	À faire	2017-01-19 15:29:32
TAE	TAE-14	Sous-tâche	NULL	NULL	NULL	Fait	2017-01-03 11:51:21
TAE	TAE-15	Tâche	NULL	NULL	NULL	In Progress	2016-12-16 09:42:34
TAE	TAE-16	Sous-tâche	NULL	NULL	NULL	À faire	2017-01-19 15:31:56
ST	ST-19	Epic	NULL	NULL	NULL	Fait	2017-02-06 09:21:15
BEA	BEA-1232	Story	2016-12-16 10:21:17	2016-12-16 10:21:20	0	Fermé	2017-02-08 10:29:49
BEA	BEA-1233	Story	2016-12-16 10:53:25	2016-12-16 10:53:26	0	Testé	2017-01-26 17:27:43
BOA	BOA-1345	Bogue	2016-12-16 11:15:03	2016-12-16 11:27:19	0	Fermé	2016-12-16 11:27:38
EXTR	EXTR-836	Story	2016-12-16 13:43:54	2017-02-09 11:26:49	55	Testé	2017-02-20 08:56:51
EXTR	EXTR-837	Sous-tâche	NULL	NULL	NULL	Fait	2017-02-09 13:43:50
EXTR	EXTR-838	Sous-tâche	NULL	NULL	NULL	Fait	2017-02-15 10:15:57
EXTR	EXTR-812	Story	2016-12-19 11:10:36	2016-12-19 11:10:38	0	Testé	2017-01-25 15:33:03
BEA	BEA-1234	Sous-tâche	NULL	NULL	NULL	Fait	2016-12-29 10:02:37
BEA	BEA-1235	Sous-tâche	NULL	NULL	NULL	Fait	2016-12-29 10:02:38
BEA	BEA-1236	Sous-tâche	NULL	NULL	NULL	Fait	2016-12-29 10:02:38
BEA	BEA-1237	Sous-tâche	NULL	NULL	NULL	Fait	2016-12-29 10:02:39
EXTR	EXTR-813	Bogue	2016-12-19 11:30:53	2016-12-19 11:31:01	0	Testé	2017-02-09 13:39:48
BOA	BOA-1350	Story	2016-12-20 10:24:53	2016-12-20 10:24:55	0	Réalisé	2017-03-01 15:57:30
WEB	WEB-253	Bogue	2016-12-20 09:28:21	2016-12-22 11:19:28	2	Prêt	2017-01-05 09:48:41
BOA	BOA-1351	Bogue	NULL	NULL	NULL	Nouveau	2016-12-20 15:09:46
LABS	LABS-34	Sous-tâche	NULL	NULL	NULL	En cours	2016-12-20 15:23:21
LABS	LABS-35	Tâche	NULL	NULL	NULL	Fait	2017-01-13 08:34:40
BEA	BEA-1238	Sous-tâche	NULL	NULL	NULL	Fait	2016-12-21 15:59:34
BI	BI-131	Bogue	2016-12-21 14:19:20	2016-12-21 14:19:24	0	Testé	2017-02-07 15:26:06
BI	BI-132	Bogue	2016-12-21 14:21:11	2016-12-21 14:21:15	0	Testé	2017-02-07 15:26:15
BI	BI-133	Story	2016-12-21 14:24:55	2016-12-21 14:24:57	0	Testé	2017-02-07 15:26:32
BI	BI-134	Story	2016-12-21 14:40:14	2016-12-21 14:40:17	0	Publié	2017-01-10 14:23:23
BI	BI-135	Bogue	2016-12-21 14:42:48	2017-01-06 14:11:26	16	Réalisé	2017-02-16 11:52:37
BEA	BEA-1239	Bogue	NULL	NULL	NULL	Nouveau	2016-12-21 15:13:26
EXTR	EXTR-814	Bogue	2016-12-22 10:45:40	2017-02-15 10:39:41	55	Testé	2017-02-22 15:14:05
BOA	BOA-1352	Bogue	2016-12-21 18:19:18	2017-02-21 13:07:20	62	Prêt	2017-02-21 13:07:28
EXTR	EXTR-815	Bogue	2016-12-22 13:22:55	2016-12-22 13:22:59	0	Fermé	2016-12-27 14:21:37
BEA	BEA-1240	Story	2016-12-22 12:02:39	2016-12-22 12:22:36	0	Vérifié	2017-02-23 11:26:43
BOA	BOA-1357	Story	2016-12-22 13:44:26	2016-12-22 13:44:29	0	Prêt	2017-02-14 12:21:02
EXTR	EXTR-817	Bogue	2016-12-22 14:35:01	2017-02-13 14:14:44	53	Testé	2017-02-20 09:47:24
EXTR	EXTR-818	Bogue	2017-01-02 11:43:45	NULL	NULL	En Affinage	2017-02-07 15:48:36
SYR	SYR-76	Story	2016-12-22 15:43:33	2017-02-14 07:50:51	54	Fermé	2017-02-14 11:20:46
BOA	BOA-1353	Story	2016-12-22 18:42:33	2016-12-22 18:42:37	0	En cours	2017-02-15 17:23:36
BEA	BEA-1241	Story	2017-02-06 17:44:24	2017-02-13 12:40:11	7	Réalisé	2017-03-02 14:01:42
LABS	LABS-36	Tâche	NULL	NULL	NULL	En cours	2017-01-13 09:19:41
EXTR	EXTR-820	Story	2016-12-27 11:42:12	2016-12-29 14:12:56	2	Prêt	2017-02-22 16:35:49
